Movie Rank,Movie Name,Year of Release,IMDB Rating,Runtime,Genre,Rated
21,Tenet,2020,7.3,150,"
Action, Sci-Fi, Thriller            ",PG-13
22,Prey,I) (2022,7.2,100,"
Action, Adventure, Drama            ",R
23,Jurassic Park,1993,8.2,127,"
Action, Adventure, Sci-Fi            ",PG-13
24,Doctor Strange in the Multiverse of Madness,2022,6.9,126,"
Action, Adventure, Fantasy            ",PG-13
25,Guardians of the Galaxy Vol. 3,2023,N/A,N/A,"
Action, Adventure, Comedy            ",N/A
26,The Suicide Squad,2021,7.2,132,"
Action, Adventure, Comedy            ",R
27,Dune: Part Two,2023,N/A,N/A,"
Action, Adventure, Drama            ",N/A
28,Don't Look Up,2021,7.2,138,"
Comedy, Drama, Sci-Fi            ",R
29,Rogue One: A Star Wars Story,2016,7.8,133,"
Action, Adventure, Sci-Fi            ",PG-13
30,Back to the Future,1985,8.5,116,"
Adventure, Comedy, Sci-Fi            ",PG
31,Guardians of the Galaxy,2014,8,121,"
Action, Adventure, Comedy            ",PG-13
32,The Prestige,2006,8.5,130,"
Drama, Mystery, Sci-Fi            ",PG-13
33,The Hunger Games,2012,7.2,142,"
Action, Adventure, Sci-Fi            ",PG-13
34,Strange Days,1995,7.2,145,"
Crime, Drama, Sci-Fi            ",R
35,Morbius,2022,5.2,104,"
Action, Adventure, Horror            ",PG-13
36,Transformers: Rise of the Beasts,2023,N/A,N/A,"
Action, Adventure, Sci-Fi            ",N/A
37,The Matrix,1999,8.7,136,"
Action, Sci-Fi            ",R
38,Suicide Squad,2016,5.9,123,"
Action, Adventure, Fantasy            ",PG-13
39,Moonfall,2022,5.1,130,"
Action, Adventure, Sci-Fi            ",PG-13
40,Black Panther,2018,7.3,134,"
Action, Adventure, Sci-Fi            ",PG-13
41,Spider-Man: Across the Spider-Verse,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
42,The Flash,2023,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
43,The Lobster,2015,7.1,119,"
Drama, Romance, Sci-Fi            ",R
44,Alien,1979,8.5,117,"
Horror, Sci-Fi            ",R
45,Wifelike,2022,4.9,105,"
Sci-Fi, Thriller            ",R
46,Avengers: Secret Wars,2026,N/A,N/A,"
Action, Adventure, Sci-Fi            ",N/A
47,Star Wars,1977,8.6,121,"
Action, Adventure, Fantasy            ",PG
48,Mad Max: Fury Road,2015,8.1,120,"
Action, Adventure, Sci-Fi            ",R
49,Free Guy,2021,7.1,115,"
Action, Adventure, Comedy            ",PG-13
50,Ghostbusters: Afterlife,2021,7.1,124,"
Adventure, Comedy, Fantasy            ",PG-13
1,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
2,Romeo and Juliet,1968,7.6,138,"
Drama, Romance            ",PG
3,Barbie,2023,N/A,N/A,"
Adventure, Comedy, Fantasy            ",N/A
4,Willow,1988,7.2,126,"
Action, Adventure, Drama            ",PG
5,Bones and All,2022,6.9,131,"
Drama, Horror, Romance            ",R
6,Love Actually,2003,7.6,135,"
Comedy, Drama, Romance            ",R
7,Ticket to Paradise,2022,6.2,104,"
Comedy, Romance            ",PG-13
8,Empire of Light,2022,6.7,115,"
Drama, Romance            ",R
9,Titanic,1997,7.9,194,"
Drama, Romance            ",PG-13
10,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
11,Lady Chatterley's Lover,2022,6.6,126,"
Drama, Romance            ",R
12,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
13,Decision to Leave,2022,7.3,139,"
Crime, Drama, Mystery            ",N/A
14,New Year's Eve,2011,5.6,118,"
Comedy, Romance            ",PG-13
15,Good Will Hunting,1997,8.3,126,"
Drama, Romance            ",R
16,The Lost City,2022,6.1,112,"
Action, Adventure, Comedy            ",PG-13
17,Blonde,2022,5.5,167,"
Biography, Drama, Romance            ",NC-17
18,Puss in Boots,2011,6.6,90,"
Animation, Adventure, Comedy            ",PG
19,About Fate,2022,6.3,103,"
Comedy, Romance            ",R
20,Disenchanted,2022,5.6,119,"
Animation, Adventure, Comedy            ",PG
21,Yesterday,III) (2019,6.8,116,"
Comedy, Fantasy, Music            ",PG-13
22,Romeo + Juliet,1996,6.7,120,"
Drama, Romance            ",PG-13
23,Grease,1978,7.2,110,"
Comedy, Musical, Romance            ",PG
24,Forrest Gump,1994,8.8,142,"
Drama, Romance            ",PG-13
25,The Little Mermaid,2023,N/A,N/A,"
Adventure, Family, Fantasy            ",PG
26,After Ever Happy,2022,4.5,95,"
Drama, Romance            ",R
27,You People,2023,N/A,117,"
Comedy, Romance            ",R
28,Licorice Pizza,2021,7.2,133,"
Comedy, Drama, Romance            ",R
29,The Blue Lagoon,1980,5.8,104,"
Adventure, Drama, Romance            ",R
30,The Worst Person in the World,2021,7.8,128,"
Comedy, Drama, Romance            ",R
31,It's a Wonderful Life,1946,8.6,130,"
Drama, Family, Fantasy            ",PG
32,A Man Called Ove,2015,7.7,116,"
Comedy, Drama, Romance            ",PG-13
33,Shotgun Wedding,2022,6.1,100,"
Action, Comedy, Romance            ",R
34,After,I) (2019,5.3,105,"
Drama, Romance            ",PG-13
35,Downton Abbey: A New Era,2022,7.4,124,"
Drama, Romance            ",PG
36,Cinderella,I) (2015,6.9,105,"
Adventure, Drama, Family            ",PG
37,Scott Pilgrim vs. the World,2010,7.5,112,"
Action, Comedy, Fantasy            ",PG-13
38,La La Land,2016,8,128,"
Comedy, Drama, Music            ",PG-13
39,The Holiday,2006,6.9,136,"
Comedy, Romance            ",PG-13
40,The Lobster,2015,7.1,119,"
Drama, Romance, Sci-Fi            ",R
41,Cleopatra,1963,7,192,"
Biography, Drama, History            ",G
42,Fifty Shades of Grey,2015,4.2,125,"
Drama, Romance, Thriller            ",R
43,Little Women,2019,7.8,135,"
Drama, Romance            ",PG
44,Three Thousand Years of Longing,2022,6.7,108,"
Drama, Fantasy, Romance            ",R
45,The French Dispatch,2020,7.1,107,"
Comedy, Drama, Romance            ",R
46,Dirty Dancing,I) (1987,7,100,"
Drama, Music, Romance            ",PG-13
47,Bros,I) (2022,6.4,115,"
Comedy, Romance            ",R
48,Pride & Prejudice,2005,7.8,129,"
Drama, Romance            ",PG
49,After We Collided,2020,5,105,"
Drama, Romance            ",R
50,My Policeman,2022,6.5,113,"
Drama, Romance            ",R
1,Black Adam,2022,6.4,125,"
Action, Adventure, Fantasy            ",PG-13
2,Black Panther: Wakanda Forever,2022,7.2,161,"
Action, Adventure, Drama            ",PG-13
3,The Batman,2022,7.8,176,"
Action, Crime, Drama            ",PG-13
4,Thor: Love and Thunder,2022,6.3,118,"
Action, Adventure, Comedy            ",PG-13
5,Spider-Man: No Way Home,2021,8.2,148,"
Action, Adventure, Fantasy            ",PG-13
6,Avengers: Endgame,2019,8.4,181,"
Action, Adventure, Drama            ",PG-13
7,The Dark Knight,2008,9,152,"
Action, Crime, Drama            ",PG-13
8,Ant-Man and the Wasp: Quantumania,2023,N/A,125,"
Action, Adventure, Comedy            ",N/A
9,Doctor Strange in the Multiverse of Madness,2022,6.9,126,"
Action, Adventure, Fantasy            ",PG-13
10,Guardians of the Galaxy Vol. 3,2023,N/A,N/A,"
Action, Adventure, Comedy            ",N/A
11,The Suicide Squad,2021,7.2,132,"
Action, Adventure, Comedy            ",R
12,Guardians of the Galaxy,2014,8,121,"
Action, Adventure, Comedy            ",PG-13
13,Morbius,2022,5.2,104,"
Action, Adventure, Horror            ",PG-13
14,Suicide Squad,2016,5.9,123,"
Action, Adventure, Fantasy            ",PG-13
15,Black Panther,2018,7.3,134,"
Action, Adventure, Sci-Fi            ",PG-13
16,Spider-Man: Across the Spider-Verse,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
17,The Flash,2023,N/A,N/A,"
Action, Adventure, Fantasy            ",N/A
18,Avengers: Secret Wars,2026,N/A,N/A,"
Action, Adventure, Sci-Fi            ",N/A
19,Eternals,2021,6.3,156,"
Action, Adventure, Fantasy            ",PG-13
20,Kick-Ass,2010,7.6,117,"
Action, Comedy, Crime            ",R
21,The Dark Knight Rises,2012,8.4,164,"
Action, Drama            ",PG-13
22,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
23,Ghostbusters,1984,7.8,105,"
Action, Comedy, Fantasy            ",PG
24,Avengers: Infinity War,2018,8.4,149,"
Action, Adventure, Sci-Fi            ",PG-13
25,The Avengers,2012,8,143,"
Action, Adventure, Sci-Fi            ",PG-13
26,Spider-Man,2002,7.4,121,"
Action, Adventure, Sci-Fi            ",PG-13
27,Alita: Battle Angel,2019,7.3,122,"
Action, Adventure, Sci-Fi            ",PG-13
28,Split,IX) (2016,7.3,117,"
Horror, Thriller            ",PG-13
29,Batman Begins,2005,8.2,140,"
Action, Crime, Drama            ",PG-13
30,Deadpool,2016,8,108,"
Action, Adventure, Comedy            ",R
31,Guardians of the Galaxy Vol. 2,2017,7.6,136,"
Action, Adventure, Comedy            ",PG-13
32,Zack Snyder's Justice League,2021,8,242,"
Action, Adventure, Fantasy            ",R
33,Kingsman: The Secret Service,2014,7.7,129,"
Action, Adventure, Comedy            ",R
34,Wonder Woman 1984,2020,5.4,151,"
Action, Adventure, Fantasy            ",PG-13
35,DC League of Super-Pets,2022,7.2,105,"
Animation, Action, Adventure            ",PG
36,Shazam!,2019,7,132,"
Action, Adventure, Comedy            ",PG-13
37,Shazam! Fury of the Gods,2023,N/A,130,"
Action, Adventure, Comedy            ",PG-13
38,Black Widow,2021,6.7,134,"
Action, Adventure, Sci-Fi            ",PG-13
39,Blue Beetle,2023,N/A,N/A,"
Action, Adventure, Sci-Fi            ",N/A
40,Samaritan,2022,5.7,102,"
Action, Drama, Fantasy            ",PG-13
41,Wonder Woman,2017,7.4,141,"
Action, Adventure, Fantasy            ",PG-13
42,Sonic the Hedgehog 2,2022,6.5,122,"
Action, Adventure, Comedy            ",PG
43,Lightyear,2022,6,100,"
Animation, Action, Adventure            ",PG
44,Thor: Ragnarok,2017,7.9,130,"
Action, Adventure, Comedy            ",PG-13
45,Avengers: Age of Ultron,2015,7.3,141,"
Action, Adventure, Sci-Fi            ",PG-13
46,Iron Man,2008,7.9,126,"
Action, Adventure, Sci-Fi            ",PG-13
47,Man of Steel,2013,7.1,143,"
Action, Adventure, Sci-Fi            ",PG-13
48,Shang-Chi and the Legend of the Ten Rings,2021,7.4,132,"
Action, Adventure, Fantasy            ",PG-13
49,Captain America: The First Avenger,2011,6.9,124,"
Action, Adventure, Sci-Fi            ",PG-13
50,Spider-Man: Homecoming,2017,7.4,133,"
Action, Adventure, Sci-Fi            ",PG-13
1,All Quiet on the Western Front,2022,7.8,148,"
Action, Drama, War            ",R
2,Medieval,2022,5.9,125,"
Action, Drama, History            ",R
3,The Expendables 4,2023,N/A,N/A,"
Action, Adventure, Thriller            ",N/A
4,Inglourious Basterds,2009,8.3,153,"
Adventure, Drama, War            ",R
5,1917,2019,8.2,119,"
Action, Drama, War            ",R
6,Apocalypse Now,1979,8.5,147,"
Drama, Mystery, War            ",R
7,Operation Mincemeat,2021,6.6,128,"
Drama, War            ",PG-13
8,Victory,1981,6.6,116,"
Drama, Sport, War            ",PG
9,Brothers,I) (2009,7.1,105,"
Drama, Thriller, War            ",R
10,Hacksaw Ridge,2016,8.1,139,"
Biography, Drama, History            ",R
11,The Hunger Games: The Ballad of Songbirds and Snakes,2023,N/A,N/A,"
Action, Adventure, Drama            ",N/A
12,Braveheart,1995,8.4,178,"
Biography, Drama, History            ",R
13,Fury,2014,7.5,134,"
Action, Drama, War            ",R
14,Jojo Rabbit,2019,7.9,108,"
Comedy, Drama, War            ",PG-13
15,The Hurt Locker,2008,7.5,131,"
Drama, Thriller, War            ",R
16,Devotion,II) (2022,6.7,139,"
Action, Drama, War            ",PG-13
17,Saving Private Ryan,1998,8.6,169,"
Drama, War            ",R
18,Dunkirk,2017,7.8,106,"
Action, Drama, History            ",PG-13
19,Tropic Thunder,2008,7,107,"
Action, Comedy, War            ",R
20,Life Is Beautiful,1997,8.6,116,"
Comedy, Drama, Romance            ",PG-13
21,Wonder Woman,2017,7.4,141,"
Action, Adventure, Fantasy            ",PG-13
22,Napoleon,,N/A,N/A,"
Action, Biography, Drama            ",N/A
23,The Pianist,2002,8.5,150,"
Biography, Drama, Music            ",R
24,Army of the Dead,2021,5.7,148,"
Action, Crime, Drama            ",R
25,The King,I) (2019,7.3,140,"
Biography, Drama, History            ",R
26,Zulu,1964,7.7,138,"
Drama, History, War            ",Not Rated
27,Full Metal Jacket,1987,8.3,116,"
Drama, War            ",R
28,Kingdom of Heaven,2005,7.2,144,"
Action, Adventure, Drama            ",R
29,The Imitation Game,2014,8,114,"
Biography, Drama, Thriller            ",PG-13
30,Pan's Labyrinth,2006,8.2,118,"
Drama, Fantasy, War            ",R
31,Black Hawk Down,2001,7.7,144,"
Action, Drama, History            ",R
32,Gone with the Wind,1939,8.2,238,"
Drama, Romance, War            ",Passed
33,Never Look Away,2018,7.7,189,"
Biography, Drama, Romance            ",R
34,Come and See,1985,8.4,142,"
Drama, Thriller, War            ",Not Rated
35,American Sniper,2014,7.3,133,"
Action, Biography, Drama            ",R
36,Malena,2000,7.4,108,"
Drama, Romance, War            ",R
37,Casablanca,1942,8.5,102,"
Drama, Romance, War            ",PG
38,Pearl Harbor,2001,6.2,183,"
Action, Drama, History            ",PG-13
39,Zero Dark Thirty,2012,7.4,157,"
Drama, History, Thriller            ",R
40,Atonement,2007,7.8,123,"
Drama, Mystery, Romance            ",R
41,The Greatest Beer Run Ever,2022,6.8,126,"
Adventure, Comedy, Drama            ",R
42,The Courier,2020,7.2,112,"
Drama, History, Thriller            ",PG-13
43,13 Hours,2016,7.3,144,"
Action, Drama, History            ",R
44,The Forgotten Battle,2020,7.1,124,"
Drama, War            ",TV-MA
45,Midway,2019,6.7,138,"
Action, Drama, History            ",PG-13
46,Greyhound,2020,7,91,"
Action, Drama, History            ",PG-13
47,Legends of the Fall,1994,7.5,133,"
Drama, Romance, War            ",R
48,The Lucky One,2012,6.4,101,"
Drama, Mystery, Romance            ",PG-13
49,The Deer Hunter,1978,8.1,183,"
Drama, War            ",R
50,Downfall,2004,8.2,156,"
Biography, Drama, History            ",R
1,Puss in Boots: The Last Wish,2022,7.8,102,"
Animation, Adventure, Comedy            ",PG
2,Strange World,2022,5.5,102,"
Animation, Action, Adventure            ",PG
3,Guillermo del Toro's Pinocchio,2022,7.7,117,"
Animation, Drama, Family            ",PG
4,Encanto,2021,7.2,102,"
Animation, Comedy, Family            ",PG
5,The Super Mario Bros. Movie,2023,N/A,N/A,"
Animation, Adventure, Comedy            ",PG
6,"The Boy, the Mole, the Fox and the Horse",2022,8.1,32,"
Animation, Family            ",TV-G
7,Puss in Boots,2011,6.6,90,"
Animation, Adventure, Comedy            ",PG
8,Disenchanted,2022,5.6,119,"
Animation, Adventure, Comedy            ",PG
9,The Bad Guys,2022,6.8,100,"
Animation, Adventure, Comedy            ",PG
10,Sing 2,2021,7.4,110,"
Animation, Adventure, Comedy            ",PG
11,Spider-Man: Across the Spider-Verse,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
12,"Lyle, Lyle, Crocodile",2022,6.1,106,"
Animation, Adventure, Comedy            ",PG
13,Sing,2016,7.1,108,"
Animation, Comedy, Family            ",PG
14,The Amazing Maurice,2022,6.3,93,"
Animation, Adventure, Comedy            ",PG
15,Spider-Man: Into the Spider-Verse,2018,8.4,117,"
Animation, Action, Adventure            ",PG
16,Enchanted,2007,7.1,107,"
Animation, Adventure, Comedy            ",PG
17,DC League of Super-Pets,2022,7.2,105,"
Animation, Action, Adventure            ",PG
18,Trolls,2016,6.4,92,"
Animation, Adventure, Comedy            ",PG
19,The Lion King,1994,8.5,88,"
Animation, Adventure, Drama            ",G
20,Spirited Away,2001,8.6,125,"
Animation, Adventure, Family            ",PG
21,Coco,I) (2017,8.4,105,"
Animation, Adventure, Comedy            ",PG
22,Lightyear,2022,6,100,"
Animation, Action, Adventure            ",PG
23,Inside Out,I) (2015,8.2,95,"
Animation, Adventure, Comedy            ",PG
24,Cars,2006,7.2,117,"
Animation, Adventure, Comedy            ",G
25,Ratatouille,2007,8.1,111,"
Animation, Adventure, Comedy            ",G
26,Turning Red,2022,7,100,"
Animation, Adventure, Comedy            ",PG
27,Frozen,I) (2013,7.4,102,"
Animation, Adventure, Comedy            ",PG
28,Shrek,2001,7.9,90,"
Animation, Adventure, Comedy            ",PG
29,Moana,I) (2016,7.6,107,"
Animation, Adventure, Comedy            ",PG
30,The Lion King,2019,6.8,118,"
Animation, Adventure, Drama            ",PG
31,Klaus,2019,8.2,96,"
Animation, Adventure, Comedy            ",PG
32,Minions: The Rise of Gru,2022,6.6,87,"
Animation, Adventure, Comedy            ",PG
33,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,N/A,N/A,"
Animation, Action, Adventure            ",N/A
34,Marcel the Shell with Shoes On,2021,7.8,90,"
Animation, Comedy, Drama            ",PG
35,The Polar Express,2004,6.6,100,"
Animation, Adventure, Comedy            ",G
36,Luck,I) (2022,6.4,105,"
Animation, Adventure, Comedy            ",G
37,Zootopia,2016,8,108,"
Animation, Adventure, Comedy            ",PG
38,The Grinch,2018,6.4,85,"
Animation, Comedy, Family            ",PG
39,The Incredibles,2004,8,115,"
Animation, Action, Adventure            ",PG
40,Toy Story,1995,8.3,81,"
Animation, Adventure, Comedy            ",G
41,Your Name.,2016,8.4,106,"
Animation, Drama, Fantasy            ",PG
42,Tangled,2010,7.7,100,"
Animation, Adventure, Comedy            ",PG
43,Howl's Moving Castle,2004,8.2,119,"
Animation, Adventure, Family            ",PG
44,Fantastic Mr. Fox,2009,7.9,87,"
Animation, Adventure, Comedy            ",PG
45,Beauty and the Beast,1991,8,84,"
Animation, Family, Fantasy            ",G
46,Raya and the Last Dragon,2021,7.3,107,"
Animation, Action, Adventure            ",PG
47,Hercules,1997,7.3,93,"
Animation, Adventure, Comedy            ",G
48,Mad God,2021,6.8,83,"
Animation, Fantasy, Horror            ",N/A
49,WALL·E,2008,8.4,98,"
Animation, Adventure, Family            ",G
50,Kung Fu Panda,2008,7.6,92,"
Animation, Action, Adventure            ",PG
1,Glass Onion,2022,7.2,139,"
Comedy, Crime, Drama            ",PG-13
2,White Noise,I) (2022,5.7,136,"
Comedy, Drama, Horror            ",R
3,The Pale Blue Eye,2022,6.7,128,"
Crime, Horror, Mystery            ",R
4,Knives Out,2019,7.9,130,"
Comedy, Crime, Drama            ",PG-13
